ci_estudiante,ci_est_dpto,materia,ci_docente,ci_doc_dpto,periodo,nota,observaciones
5981213,LP,EST280,6020916,LP,II-2007,85,Aprobado
4784615,LP,INF391,6761652,LP,I-2013,100,Aprobado
6942105,LP,EST280,6056909,LP,II-2001,84,Aprobado
6933814,LP,MAT120,6833022,LP,I-2009,74,Aprobado
6789190,LP,EST440,8306245,LP,I-2013,43,Reprobado
6830287,LP,INF320,6824998,LP,I-2008,3,Reprobado
4928737,LP,MAT270,6905510,LP,II-2007,15,Reprobado
6869597,LP,INF324,6085474,LP,II-2004,38,Reprobado
4826389,LP,MAT270,6131932,LP,II-2007,84,Aprobado
8321673,LP,EST280,4826389,LP,II-2014,52,Aprobado
4852497,LP,INF320,6853401,LP,I-2006,2,Reprobado
7038942,LP,INF236,538893,VE,I-2009,74,Aprobado
6948542,LP,INF391,4896040,LP,I-2010,47,Reprobado
5801726,TJ,MAT320,4826389,LP,I-2005,28,Reprobado
8323749,LP,INF320,6948542,LP,II-2005,43,Reprobado
3483848,LP,INF325,4758753,LP,I-2004,31,Reprobado
4965844,LP,MAT320,5960219,LP,II-2006,97,Aprobado
6858879,LP,INF236,6778337,LP,II-2008,55,Aprobado
6778337,LP,INF391,4898251,LP,I-2002,11,Reprobado
6124769,LP,EST140,5966709,LP,II-2011,74,Aprobado
8291287,LP,MAT270,4874363,LP,II-2004,36,Reprobado
6998038,LP,INF236,4965844,LP,II-2007,94,Aprobado
6150506,LP,EST280,6853401,LP,I-2002,75,Aprobado
5966709,LP,EST440,6869689,LP,II-2000,3,Reprobado
6837306,LP,INF325,6855569,LP,II-2007,47,Reprobado
6174448,LP,EST440,4774159,LP,I-2013,34,Reprobado
6191127,LP,EST392,6798702,LP,I-2004,1,Reprobado
6169847,LP,EST440,4760216,LP,II-2002,44,Reprobado
6720982,LP,MAT120,4928737,LP,I-2006,31,Reprobado
6095371,LP,INF120,6085474,LP,II-2004,96,Aprobado
6009256,LP,EST392,4949063,LP,II-2012,34,Reprobado
6182340,LP,EST392,7023542,LP,I-2011,81,Aprobado
5941682,LP,MAT120,4856270,LP,I-2006,69,Aprobado
8324817,LP,EST140,6780733,LP,I-2000,76,Aprobado
4844828,LP,INF391,6798702,LP,II-2014,31,Reprobado
6815832,LP,INF120,6030223,LP,II-2011,96,Aprobado
8342748,LP,MAT270,4760216,LP,I-2006,69,Aprobado
6927260,LP,FIS100,4830306,LP,I-2011,42,Reprobado
8402517,LP,EST440,6030223,LP,II-2004,7,Reprobado
4852497,LP,INF325,5975560,LP,II-2009,74,Aprobado
8260146,LP,INF325,6852438,LP,II-2014,14,Reprobado
9122265,LP,INF320,8306245,LP,I-2007,18,Reprobado
6030223,LP,EST280,8306245,LP,II-2012,57,Aprobado
7005717,LP,EST440,4847126,LP,II-2005,87,Aprobado
3483848,LP,INF391,8342748,LP,II-2011,80,Aprobado
5977801,LP,EST440,6948542,LP,I-2012,81,Aprobado
4826369,LP,MAT120,5977396,LP,I-2000,20,Reprobado
6998038,LP,MAT320,6888435,LP,II-2010,49,Reprobado
6010843,LP,EST280,6837306,LP,I-2011,98,Aprobado
8337111,LP,MAT320,6869689,LP,I-2009,35,Reprobado
8324817,LP,INF325,6030223,LP,I-2001,17,Reprobado
7032468,LP,FIS100,6085474,LP,II-2013,47,Reprobado
9083612,LP,MAT320,4830306,LP,I-2000,2,Reprobado
4928737,LP,FIS100,6824998,LP,I-2011,100,Aprobado
6020916,LP,INF324,6020916,LP,I-2014,14,Reprobado
6791239,LP,INF320,7023542,LP,II-2002,88,Aprobado
8291287,LP,EST440,6020916,LP,II-2013,13,Reprobado
6872212,LP,INF325,4312014,LP,II-2014,54,Aprobado
6051475,LP,EST140,4928737,LP,I-2013,23,Reprobado
6094524,LP,EST392,6182990,LP,I-2010,75,Aprobado
6888435,LP,INF320,4949063,LP,I-2011,31,Reprobado
3459074,LP,INF236,4896040,LP,II-2010,48,Reprobado
8328821,LP,MAT270,6143079,LP,II-2002,16,Reprobado
6776752,LP,MAT320,4312014,LP,II-2003,90,Aprobado
6861908,LP,INF324,6144341,LP,I-2012,59,Aprobado
6057424,LP,FIS100,4928737,LP,I-2012,55,Aprobado
6169410,LP,EST440,6009256,LP,I-2013,4,Reprobado
4760216,LP,EST440,5977396,LP,II-2005,6,Reprobado
6167607,LP,INF324,6858879,LP,I-2006,1,Reprobado
6858270,LP,INF391,6798702,LP,I-2012,6,Reprobado
7034372,LP,MAT120,6150980,LP,II-2000,66,Aprobado
4898251,LP,INF324,6736701,LP,II-2009,42,Reprobado
6842906,LP,FIS100,5960219,LP,II-2005,46,Reprobado
6134388,LP,MAT320,6826200,LP,II-2001,38,Reprobado
6189606,LP,MAT120,538893,VE,II-2000,57,Aprobado
6745690,LP,INF236,4774159,LP,II-2012,61,Aprobado
5993596,LP,INF324,6855569,LP,I-2014,99,Aprobado
6838626,LP,INF236,6049205,LP,II-2002,82,Aprobado
4921900,LP,MAT320,4760216,LP,I-2009,63,Aprobado
6851639,LP,INF236,6169847,LP,I-2007,21,Reprobado
6106186,LP,EST280,3483848,LP,II-2000,24,Reprobado
8302680,LP,MAT320,6869689,LP,I-2011,27,Reprobado
4844828,LP,EST392,6153276,LP,I-2003,45,Reprobado
6150506,LP,MAT320,6826200,LP,I-2005,33,Reprobado
7001437,LP,MAT120,6720620,LP,II-2014,69,Aprobado
6826200,LP,INF320,6755399,LP,I-2013,42,Reprobado
7007126,LP,INF324,6736701,LP,I-2008,62,Aprobado
6964230,LP,INF320,5981213,LP,I-2006,90,Aprobado
6858270,LP,EST392,5998313,LP,II-2006,33,Reprobado
6833022,LP,INF320,4892034,LP,II-2014,89,Aprobado
7038942,LP,MAT120,6020916,LP,I-2000,55,Aprobado
8346210,LP,EST392,4949063,LP,I-2005,73,Aprobado
8333851,LP,INF391,6085474,LP,II-2004,31,Reprobado
6905510,LP,INF320,5801726,TJ,II-2004,86,Aprobado
4913574,LP,INF391,5966709,LP,II-2001,89,Aprobado
4792347,LP,MAT270,5994785,LP,II-2001,87,Aprobado
4844828,LP,INF325,6778337,LP,I-2013,100,Aprobado
6793993,LP,EST392,6798702,LP,II-2012,98,Aprobado
9236298,LP,INF120,5960219,LP,II-2004,41,Reprobado
4760216,LP,INF320,6905510,LP,II-2008,67,Aprobado
6826200,LP,INF325,6761652,LP,I-2008,85,Aprobado
7290420,OR,EST280,4896040,LP,I-2004,27,Reprobado
4837464,LP,EST280,7023542,LP,I-2003,32,Reprobado
6948542,LP,MAT270,4760216,LP,II-2004,68,Aprobado
4875775,LP,INF120,6798702,LP,II-2012,83,Aprobado
6862348,LP,INF236,6824998,LP,I-2004,75,Aprobado
6728060,LP,FIS100,4760216,LP,I-2010,14,Reprobado
4913514,LP,EST392,5960219,LP,I-2003,82,Aprobado
4811882,LP,INF325,6009256,LP,II-2012,91,Aprobado
4760216,LP,EST280,6755399,LP,I-2007,73,Aprobado
5940612,LP,INF324,6761652,LP,I-2006,57,Aprobado
8305378,LP,INF391,7290420,OR,II-2014,52,Aprobado
5960219,LP,EST140,6852438,LP,II-2013,39,Reprobado
6144341,LP,FIS100,5994785,LP,II-2012,8,Reprobado
8346639,LP,EST280,6853401,LP,I-2010,73,Aprobado
6844312,LP,INF391,6150506,LP,II-2006,7,Reprobado
9179201,LP,EST392,5960219,LP,II-2000,73,Aprobado
5604693,BN,MAT270,6723965,LP,II-2012,86,Aprobado
6815832,LP,INF325,6765608,LP,I-2010,7,Reprobado
6788550,LP,INF320,6723965,LP,II-2010,82,Aprobado
8406121,LP,INF320,6751047,LP,I-2008,64,Aprobado
4900069,LP,INF391,6798702,LP,I-2002,67,Aprobado
8264238,LP,FIS100,6150506,LP,II-2013,78,Aprobado
4811882,LP,INF391,5977396,LP,I-2007,30,Reprobado
9101758,LP,INF120,8342748,LP,II-2001,72,Aprobado
6057424,LP,EST392,4847126,LP,II-2012,73,Aprobado
3483848,LP,INF391,6057424,LP,I-2003,18,Reprobado
6844312,LP,MAT270,6018908,LP,II-2011,36,Reprobado
6997132,LP,INF324,6778337,LP,II-2005,31,Reprobado
6753182,LP,MAT270,6755399,LP,I-2005,76,Aprobado
6837306,LP,INF120,4892034,LP,I-2012,55,Aprobado
4312014,LP,EST140,4896040,LP,I-2006,85,Aprobado
6869689,LP,FIS100,4830306,LP,I-2008,24,Reprobado
4844828,LP,INF236,6778337,LP,I-2013,94,Aprobado
6853401,LP,MAT270,6778337,LP,I-2013,65,Aprobado
4811882,LP,INF325,6087357,LP,I-2008,20,Reprobado
5993596,LP,MAT270,6723965,LP,II-2004,0,Abandono
6780733,LP,MAT120,4844828,LP,I-2001,26,Reprobado
6791239,LP,FIS100,4875775,LP,II-2012,38,Reprobado
8324817,LP,EST280,4847126,LP,I-2004,54,Aprobado
6169410,LP,EST280,6131932,LP,II-2011,31,Reprobado
6862348,LP,EST140,6826200,LP,II-2001,12,Reprobado
8469272,LP,MAT320,4774159,LP,I-2004,98,Aprobado
6814638,LP,EST280,6869689,LP,II-2010,24,Reprobado
6942105,LP,EST392,5981213,LP,I-2009,48,Reprobado
6788550,LP,EST392,5975560,LP,II-2010,97,Aprobado
8306245,LP,EST392,6764063,LP,I-2011,35,Reprobado
6780733,LP,INF325,6030223,LP,I-2002,67,Aprobado
8321330,LP,INF236,8342748,LP,I-2000,20,Reprobado
6759045,LP,INF324,6049205,LP,II-2010,59,Aprobado
4856270,LP,EST140,6085474,LP,II-2010,49,Reprobado
3459074,LP,MAT270,4928737,LP,II-2000,55,Aprobado
6153276,LP,INF320,6858270,LP,I-2006,71,Aprobado
6793993,LP,INF325,6140134,LP,I-2014,86,Aprobado
6869689,LP,INF325,6020916,LP,I-2008,13,Reprobado
7023542,LP,INF236,4875775,LP,I-2004,42,Reprobado
6723965,LP,EST392,6765381,LP,II-2003,18,Reprobado
6905510,LP,EST440,6085474,LP,I-2005,99,Aprobado
6862348,LP,EST140,4774159,LP,I-2003,35,Reprobado
4745826,LP,MAT320,7007126,LP,I-2004,35,Reprobado
9214751,LP,EST140,7007126,LP,I-2009,8,Reprobado
9214751,LP,INF325,7007126,LP,I-2014,15,Reprobado
9101758,LP,INF236,4856270,LP,II-2009,12,Reprobado
6086670,LP,EST280,5981213,LP,II-2005,63,Aprobado
4894944,LP,INF324,6948542,LP,II-2009,64,Aprobado
4924229,LP,MAT120,6751047,LP,II-2003,12,Reprobado
4924998,LP,FIS100,6776752,LP,I-2001,11,Reprobado
6720620,LP,EST140,6888435,LP,I-2004,2,Reprobado
8346210,LP,EST140,4896040,LP,I-2007,74,Aprobado
6815832,LP,EST280,5801726,TJ,II-2001,1,Reprobado
6723965,LP,EST440,6905510,LP,II-2004,35,Reprobado
8305840,LP,INF324,6833022,LP,I-2011,49,Reprobado
6002249,LP,INF236,6765608,LP,II-2001,32,Reprobado
8412330,LP,MAT270,6824998,LP,I-2003,79,Aprobado
6851673,LP,FIS100,4949063,LP,I-2007,21,Reprobado
4811882,LP,INF391,6869689,LP,I-2005,12,Reprobado
5975080,LP,EST392,5994785,LP,II-2009,24,Reprobado
6826200,LP,INF391,4856270,LP,I-2013,74,Aprobado
6126334,LP,EST280,4874363,LP,I-2007,76,Aprobado
7038942,LP,INF320,6049205,LP,II-2014,70,Aprobado
7048950,LP,EST440,6755399,LP,I-2013,73,Aprobado
5979287,LP,INF320,4965844,LP,I-2003,26,Reprobado
4921900,LP,MAT320,6049205,LP,II-2014,37,Reprobado
4312014,LP,EST280,6888435,LP,II-2004,24,Reprobado
5981213,LP,INF324,6143079,LP,I-2013,18,Reprobado
6842906,LP,INF320,4758753,LP,II-2007,62,Aprobado
6058774,LP,EST392,6852438,LP,I-2013,6,Reprobado
6169847,LP,MAT120,6852438,LP,I-2008,36,Reprobado
6051475,LP,MAT120,6736701,LP,I-2012,53,Aprobado
8291287,LP,INF320,3483848,LP,II-2009,72,Aprobado
8291287,LP,MAT320,5981213,LP,I-2002,93,Aprobado
4923886,LP,MAT120,6030223,LP,I-2004,17,Reprobado
4312014,LP,INF236,6869689,LP,II-2001,68,Aprobado
6814638,LP,EST392,6824136,LP,II-2006,87,Aprobado
8323749,LP,EST440,4830306,LP,I-2009,3,Reprobado
4924229,LP,INF236,4965844,LP,I-2003,8,Reprobado
6842906,LP,INF324,6182990,LP,I-2001,78,Aprobado
4962498,LP,EST140,4949063,LP,II-2001,29,Reprobado
4965844,LP,MAT120,7290420,OR,I-2014,84,Aprobado
5979309,LP,EST440,6049205,LP,I-2001,19,Reprobado
4745826,LP,EST140,6736701,LP,I-2012,50,Reprobado
8342748,LP,EST140,4758753,LP,I-2001,73,Aprobado
4913574,LP,MAT320,5994785,LP,II-2006,39,Reprobado
5979309,LP,INF236,6150980,LP,I-2011,68,Aprobado
6182340,LP,MAT320,6858879,LP,II-2005,59,Aprobado
8356505,LP,INF320,4896040,LP,I-2003,59,Aprobado
7290420,OR,INF324,7290420,OR,II-2010,33,Reprobado
4847126,LP,MAT320,538893,VE,I-2010,94,Aprobado
6167607,LP,INF120,4856270,LP,II-2001,90,Aprobado
6900933,LP,INF325,6095371,LP,II-2007,72,Aprobado
6948332,LP,EST280,4896040,LP,II-2006,27,Reprobado
4250338,LP,EST140,4875775,LP,I-2011,55,Aprobado
4852497,LP,INF325,4844828,LP,I-2005,40,Reprobado
8291673,LP,INF236,6723965,LP,I-2000,72,Aprobado
7068077,LP,EST440,4949063,LP,II-2000,37,Reprobado
6169847,LP,INF320,6855569,LP,I-2013,49,Reprobado
4923886,LP,INF324,6948542,LP,II-2014,96,Aprobado
5979309,LP,INF120,3459074,LP,II-2008,96,Aprobado
6830287,LP,MAT320,6824998,LP,II-2008,97,Aprobado
6849369,LP,MAT270,6826200,LP,I-2001,88,Aprobado
6002249,LP,INF324,7290420,OR,I-2012,32,Reprobado
6949853,LP,INF391,6765381,LP,I-2004,88,Aprobado
5968381,LP,INF236,6826200,LP,II-2013,10,Reprobado
2622011,LP,FIS100,6087357,LP,II-2013,11,Reprobado
6853401,LP,INF320,6143079,LP,II-2006,45,Reprobado
6815832,LP,EST280,5801726,TJ,II-2000,90,Aprobado
8337111,LP,INF324,6815832,LP,II-2003,28,Reprobado
6888435,LP,FIS100,4760216,LP,II-2010,49,Reprobado
5960219,LP,EST140,4830306,LP,I-2013,39,Reprobado
6948542,LP,MAT270,6720620,LP,I-2005,10,Reprobado
6963637,LP,MAT320,6009256,LP,I-2006,10,Reprobado
6869597,LP,EST392,6948542,LP,II-2002,32,Reprobado
8310941,LP,MAT120,6720620,LP,II-2004,43,Reprobado
4745826,LP,INF391,4965844,LP,II-2012,46,Reprobado
4875775,LP,FIS100,6150506,LP,I-2008,39,Reprobado
4874363,LP,INF324,6780733,LP,I-2010,87,Aprobado
4894944,LP,INF320,3459074,LP,I-2009,19,Reprobado
6196542,LP,INF391,6776752,LP,II-2009,81,Aprobado
6169410,LP,INF391,6056909,LP,II-2014,48,Reprobado
6144520,LP,MAT270,6858270,LP,II-2001,14,Reprobado
6728060,LP,INF324,6776752,LP,II-2000,78,Aprobado
6056909,LP,INF324,6759045,LP,I-2013,100,Aprobado
6759045,LP,EST440,7023542,LP,II-2002,28,Reprobado
4852497,LP,INF391,8306245,LP,II-2004,10,Reprobado
6077866,LP,MAT320,4774159,LP,I-2010,10,Reprobado
6905510,LP,INF391,6852438,LP,II-2008,58,Aprobado
4892034,LP,EST280,4847126,LP,I-2009,30,Reprobado
9944703,LP,MAT270,4898251,LP,I-2011,15,Reprobado
4891593,LP,INF324,538893,VE,II-2014,18,Reprobado
6872212,LP,EST440,3459074,LP,I-2009,19,Reprobado
4837464,LP,EST392,6020916,LP,II-2005,38,Reprobado
6010843,LP,INF120,6153276,LP,I-2005,15,Reprobado
8432254,LP,INF320,5981213,LP,I-2012,79,Aprobado
8406121,LP,EST280,6095371,LP,I-2014,63,Aprobado
5979309,LP,EST392,4874363,LP,II-2013,19,Reprobado
6838626,LP,MAT120,4965844,LP,I-2012,98,Aprobado
8402517,LP,MAT120,6056909,LP,II-2006,92,Aprobado
6905510,LP,INF320,4875775,LP,II-2012,76,Aprobado
5975080,LP,INF236,6764063,LP,I-2008,49,Reprobado
4847126,LP,MAT120,6759045,LP,II-2013,39,Reprobado
4891593,LP,INF324,6852438,LP,II-2013,15,Reprobado
4837304,LP,INF120,6852438,LP,I-2007,58,Aprobado
6858270,LP,MAT320,6723965,LP,II-2008,50,Reprobado
6853401,LP,EST392,6150980,LP,II-2000,78,Aprobado
6948332,LP,INF320,6018908,LP,II-2005,64,Aprobado
8302680,LP,INF325,4758753,LP,I-2001,36,Reprobado
4962498,LP,MAT320,4774159,LP,I-2008,60,Aprobado
4900069,LP,FIS100,6815832,LP,II-2008,68,Aprobado
7007126,LP,EST440,5975560,LP,I-2010,55,Aprobado
6182340,LP,INF320,6745690,LP,I-2013,25,Reprobado
4250338,LP,MAT320,4928737,LP,II-2003,51,Aprobado
4847126,LP,MAT120,7290420,OR,II-2008,88,Aprobado
8260146,LP,INF120,4928737,LP,I-2002,21,Reprobado
4811882,LP,INF320,6723965,LP,II-2007,4,Reprobado
6851639,LP,EST392,6153276,LP,II-2010,18,Reprobado
6150980,LP,INF325,7023542,LP,I-2007,97,Aprobado
4949063,LP,EST392,6776752,LP,II-2003,97,Aprobado
4898251,LP,INF236,5998313,LP,I-2004,49,Reprobado
6140134,LP,INF120,4875775,LP,I-2010,0,Abandono
6800465,LP,INF325,8321673,LP,I-2000,19,Reprobado
6853401,LP,EST140,4892034,LP,I-2008,83,Aprobado
6126334,LP,INF120,6751047,LP,I-2009,100,Aprobado
8323749,LP,MAT270,6139832,LP,I-2014,98,Aprobado
6869597,LP,INF324,6761652,LP,I-2009,44,Reprobado
8412330,LP,INF325,6858270,LP,II-2005,87,Aprobado
6754975,LP,EST140,6776752,LP,II-2008,8,Reprobado
4984804,LP,MAT120,6049205,LP,I-2009,87,Aprobado
6900933,LP,INF120,6798702,LP,I-2002,29,Reprobado
8441626,LP,EST392,6057424,LP,I-2012,52,Aprobado
8412330,LP,INF324,4965844,LP,II-2008,79,Aprobado
4312014,LP,MAT270,6755399,LP,II-2005,93,Aprobado
6755399,LP,FIS100,6764063,LP,II-2004,65,Aprobado
4852497,LP,INF236,6018908,LP,I-2003,97,Aprobado
6793993,LP,EST392,7007126,LP,II-2012,12,Reprobado
4777949,LP,INF120,6049205,LP,I-2000,36,Reprobado
6167607,LP,MAT120,8321673,LP,II-2011,72,Aprobado
4745826,LP,FIS100,6824998,LP,I-2000,2,Reprobado
6842906,LP,EST140,5998313,LP,II-2013,79,Aprobado
8302680,LP,EST140,6948542,LP,II-2002,7,Reprobado
6169847,LP,MAT270,5966709,LP,I-2004,70,Aprobado
6964230,LP,EST392,6131932,LP,I-2004,76,Aprobado
6948542,LP,INF320,6755399,LP,II-2004,61,Aprobado
6095371,LP,INF324,4928737,LP,I-2002,96,Aprobado
6753182,LP,EST140,6824998,LP,I-2006,58,Aprobado
8291673,LP,EST280,6826200,LP,I-2014,55,Aprobado
8412330,LP,EST440,6798702,LP,II-2003,30,Reprobado
4852497,LP,INF324,4312014,LP,I-2004,44,Reprobado
5801726,TJ,EST140,6765381,LP,II-2004,28,Reprobado
4874363,LP,MAT270,6049205,LP,I-2001,37,Reprobado
5994785,LP,INF236,4844828,LP,I-2003,73,Aprobado
6720982,LP,INF320,7023542,LP,I-2011,91,Aprobado
4894944,LP,INF391,4896040,LP,II-2000,67,Aprobado
4811882,LP,EST392,6824998,LP,I-2009,69,Aprobado
5979287,LP,EST140,7007126,LP,I-2008,48,Reprobado
6009256,LP,MAT120,6139832,LP,I-2011,51,Aprobado
8321673,LP,INF320,6776752,LP,II-2004,50,Reprobado
8469272,LP,EST392,8321673,LP,I-2004,66,Aprobado
5993596,LP,EST140,6720620,LP,II-2001,67,Aprobado
6189606,LP,EST392,6824998,LP,I-2002,21,Reprobado
9214751,LP,MAT270,6761652,LP,I-2011,27,Reprobado
7038942,LP,EST140,4847126,LP,I-2005,89,Aprobado
6020916,LP,INF320,6833022,LP,I-2001,41,Reprobado
8324817,LP,INF320,6720620,LP,I-2000,4,Reprobado
4923886,LP,EST440,8441626,LP,II-2010,66,Aprobado
6169410,LP,INF325,8441626,LP,II-2000,80,Aprobado
6855569,LP,EST280,6765381,LP,I-2007,43,Reprobado
4780169,LP,INF236,4856270,LP,II-2001,26,Reprobado
5977396,LP,EST440,4898251,LP,I-2014,95,Aprobado
4924998,LP,INF325,6905510,LP,I-2004,4,Reprobado
8346639,LP,FIS100,3483848,LP,II-2001,54,Aprobado
6951609,LP,EST140,6764063,LP,II-2006,59,Aprobado
6814638,LP,MAT320,6143079,LP,II-2009,52,Aprobado
4856270,LP,EST392,6755399,LP,II-2012,38,Reprobado
6134388,LP,MAT270,6776752,LP,I-2010,15,Reprobado
8406121,LP,INF325,4875775,LP,II-2003,23,Reprobado
6833022,LP,EST140,8321673,LP,II-2006,12,Reprobado
6755399,LP,FIS100,4892034,LP,I-2014,30,Reprobado
5994995,LP,EST280,5994785,LP,I-2006,20,Reprobado
6094524,LP,EST392,6837306,LP,II-2012,13,Reprobado
8333851,LP,INF320,6761652,LP,II-2003,95,Aprobado
6852438,LP,EST392,6759045,LP,I-2010,66,Aprobado
6144520,LP,INF320,6858879,LP,II-2008,30,Reprobado
6149357,LP,EST140,6020916,LP,I-2005,41,Reprobado
6948818,LP,EST140,6824136,LP,I-2012,34,Reprobado
6077866,LP,INF320,7023542,LP,I-2003,30,Reprobado
4892034,LP,FIS100,5975560,LP,I-2004,7,Reprobado
8260129,LP,INF236,6150980,LP,II-2011,46,Reprobado
6086670,LP,EST392,6824136,LP,I-2014,43,Reprobado
6174448,LP,EST280,6018908,LP,I-2011,40,Reprobado
6720620,LP,MAT120,538893,VE,I-2011,75,Aprobado
6861908,LP,INF236,6764063,LP,I-2003,76,Aprobado
5993596,LP,EST392,6826200,LP,II-2002,59,Aprobado
9236298,LP,INF391,8321673,LP,II-2005,77,Aprobado
6951609,LP,INF324,6833022,LP,I-2013,92,Aprobado
6723965,LP,INF120,5960219,LP,II-2013,32,Reprobado
6800465,LP,MAT320,6087357,LP,I-2004,27,Reprobado
7007827,LP,MAT120,6852438,LP,II-2000,18,Reprobado
7023542,LP,INF391,4758753,LP,II-2004,65,Aprobado
6900933,LP,EST440,7007126,LP,I-2008,17,Reprobado
6720982,LP,EST440,6169847,LP,II-2013,76,Aprobado
4962498,LP,MAT120,8306245,LP,I-2014,84,Aprobado
6759045,LP,FIS100,4847126,LP,II-2001,75,Aprobado
6009256,LP,MAT270,6150980,LP,II-2012,55,Aprobado
6144341,LP,INF391,6824998,LP,II-2014,78,Aprobado
4774159,LP,EST392,6776752,LP,II-2006,80,Aprobado
2622011,LP,EST440,6095371,LP,I-2008,43,Reprobado
4962498,LP,INF325,5975560,LP,II-2004,80,Aprobado
6869689,LP,FIS100,4312014,LP,I-2011,43,Reprobado
6723965,LP,INF324,8342748,LP,I-2004,54,Aprobado
6852438,LP,EST140,6824998,LP,II-2000,55,Aprobado
6869597,LP,EST440,6745690,LP,I-2000,77,Aprobado
3483848,LP,INF391,6888435,LP,I-2004,100,Aprobado
6751497,LP,EST280,6853401,LP,II-2012,52,Aprobado
4826369,LP,FIS100,2622011,LP,II-2007,15,Reprobado
4745826,LP,INF325,6049205,LP,I-2009,61,Aprobado
6998038,LP,FIS100,6761652,LP,II-2011,43,Reprobado
4837464,LP,INF324,6030223,LP,II-2003,10,Reprobado
4924998,LP,INF391,6778337,LP,II-2008,51,Aprobado
6814638,LP,EST140,6751047,LP,I-2008,21,Reprobado
6759045,LP,INF325,4774159,LP,II-2014,29,Reprobado
6852438,LP,INF236,3459074,LP,I-2005,79,Aprobado
6174448,LP,FIS100,4965844,LP,I-2002,56,Aprobado
6728060,LP,MAT320,6858270,LP,I-2003,49,Reprobado
6998038,LP,INF236,6009256,LP,II-2012,18,Reprobado
7032468,LP,MAT120,4774159,LP,I-2005,92,Aprobado
6049205,LP,MAT320,5981213,LP,II-2009,31,Reprobado
6139832,LP,INF320,4965844,LP,I-2011,65,Aprobado
4921900,LP,INF324,6776752,LP,I-2010,3,Reprobado
6888435,LP,MAT270,4760216,LP,I-2007,25,Reprobado
6800465,LP,FIS100,6824136,LP,II-2006,5,Reprobado
6077866,LP,EST392,6030223,LP,II-2011,52,Aprobado
6126334,LP,EST140,6030223,LP,II-2014,9,Reprobado
5960219,LP,EST140,6723965,LP,I-2008,99,Aprobado
6761652,LP,INF320,6153276,LP,I-2003,7,Reprobado
4921900,LP,INF120,6776752,LP,II-2010,54,Aprobado
6031586,LP,INF236,6826200,LP,I-2009,29,Reprobado
6892945,LP,EST280,4875775,LP,I-2013,82,Aprobado
8306245,LP,EST280,4949063,LP,II-2007,87,Aprobado
6838626,LP,EST280,6824998,LP,II-2007,43,Reprobado
8305840,LP,FIS100,4844828,LP,II-2008,23,Reprobado
6745690,LP,INF236,6150506,LP,I-2002,47,Reprobado
4924998,LP,FIS100,6780733,LP,II-2002,9,Reprobado
7007827,LP,EST140,4898251,LP,I-2013,22,Reprobado
4965844,LP,INF391,6131932,LP,II-2011,33,Reprobado
6124769,LP,MAT120,5966709,LP,II-2003,66,Aprobado
7068077,LP,MAT320,538893,VE,II-2012,38,Reprobado
7005717,LP,EST140,5801726,TJ,I-2009,13,Reprobado
6057424,LP,INF324,6837306,LP,I-2012,27,Reprobado
6018908,LP,FIS100,6837306,LP,II-2000,9,Reprobado
3483848,LP,MAT270,4760216,LP,I-2006,21,Reprobado
6826200,LP,INF325,6798702,LP,II-2004,15,Reprobado
4784615,LP,EST140,6009256,LP,II-2006,49,Reprobado
6835293,LP,EST392,4875775,LP,I-2009,100,Aprobado
8321673,LP,MAT320,5801726,TJ,I-2001,24,Reprobado
6997132,LP,INF324,6009256,LP,I-2000,42,Reprobado
6189606,LP,EST140,4852497,LP,I-2003,42,Reprobado
6855569,LP,MAT120,5998313,LP,II-2005,80,Aprobado
4913574,LP,MAT120,6131932,LP,II-2011,27,Reprobado
8356505,LP,EST140,6182990,LP,II-2006,8,Reprobado
4913514,LP,EST392,6824136,LP,I-2003,52,Aprobado
6182340,LP,EST280,6765381,LP,I-2000,23,Reprobado
6720982,LP,INF324,6778337,LP,II-2012,43,Reprobado
6736701,LP,INF236,7290420,OR,II-2001,7,Reprobado
6789190,LP,MAT120,6761652,LP,II-2011,99,Aprobado
6094524,LP,EST392,6020916,LP,II-2014,30,Reprobado
6837306,LP,MAT270,7290420,OR,I-2004,30,Reprobado
8323749,LP,INF391,6759045,LP,I-2010,26,Reprobado
6851673,LP,MAT320,4758753,LP,II-2008,57,Aprobado
6030223,LP,EST392,4758753,LP,II-2014,6,Reprobado
4760216,LP,INF236,6009256,LP,I-2003,78,Aprobado
4826389,LP,EST280,6723965,LP,I-2011,82,Aprobado
6077866,LP,FIS100,6798702,LP,I-2003,2,Reprobado
6751497,LP,EST280,6815832,LP,I-2014,14,Reprobado
6144520,LP,EST140,6815832,LP,I-2014,27,Reprobado
9101758,LP,EST280,8441626,LP,I-2006,81,Aprobado
6927260,LP,EST140,6020916,LP,II-2014,22,Reprobado
6049205,LP,EST140,6140134,LP,I-2009,61,Aprobado
5979287,LP,MAT120,538893,VE,II-2014,55,Aprobado
8432254,LP,INF236,6139832,LP,II-2004,12,Reprobado
5964988,LP,EST440,6030223,LP,I-2006,77,Aprobado
6018908,LP,INF391,4837464,LP,II-2004,25,Reprobado
4268464,LP,EST140,6815832,LP,I-2002,68,Aprobado
9122265,LP,EST392,4892034,LP,I-2000,57,Aprobado
6869126,LP,EST140,6182990,LP,II-2007,87,Aprobado
7007827,LP,EST392,6182990,LP,I-2011,6,Reprobado
6094524,LP,EST392,6826200,LP,I-2001,23,Reprobado
